Id_Direccion;Dirección;referencia_direc
5072;LEONARDO AVILES S/N Y AV. EDUARDO ASPIAZU;
5073;CALLE PAQUISHA S/N Y CALLE OCTAVA;
5074;COOP. EN PIE DE LUCHA MZ. A-2 SOLAR #2;
5075;ALBORADA ETAPA IV ALBOCENTRO 2 LOCAL 35;
5076;C. THOMAS DE BERLANGA;
5077;FEBRES CORDERO 2902 Y GUERRERO MARTINEZ;
5078;KM 1.5 VIA A SAMBORONDON CE03 SN; DETRAS DEL CENTRO COMERCIAL VILLAGE PLAZA. DENTRO DE LA PLAZOLETA DEL EDIFICO LOS ARCO PLAZA 2 (ALMACENES MARRIOT) 
5079;DIEGO NOBOA 429 Y CALLEJÓN TERCERO;
5080;COLON E4-186 Y FOCH;
5081;10 DE AGOSTO 1303 E/ AV. QUITO Y AV. MACHALA;
5082;MARACAIBO # 1512 Y GARCIA MORENO;
5083;KM 4 VIA PUERTO CAYO MANTA S/N  SECTOR BOCA DE CAYO; En la Via Puerto Cayo Manta, Sector Boca de Cayo. 
5084;TOMAS MARTINEZ 206 Y PANAMA;
5085;BENJAMIN ROSALES S/N. TERMINAL TERRESTRE GUAYAQUIL, PISO 2, ISLA 208;
5086;CLEMENCIA DE MORA LOTE 16 Y RÍO MORONA;
5087;SUCRE #1618 Y GARCIA MORENO;
5088;CORDOVA 804 Y JUNIN;
5089;C.C. URDESA BLQ. A-1 DATILES Y LA PRIMERA;
5090;CDLA. MIRAFLORES, CALLE PRIMERA #302 Y AV. CENTRAL;
5091;Ruta del Spondylus 86 martin pescador; Barrio Martin Pescador, Ayampe Manabi 
5092;CDLA. LOS CEIBOS, CALLE PRIMERA 201 Y AV. PRINCIPAL;
5093;VICENTE ROCAFUERTE Y 10 DE AGOSTO;
5094;PUERTO AZUL 201, MZ. 112, C.C. PUERTO PLAZA, OF. 8, VIA A LA COSTA, KM. 12.5;
5095;CDLA. ALBORADA NOVENA ETAPA, AV. BENJAMON CARRION SOLAR #22 MZ. #943;
5096;GENERAL ENRIQUEZ GALLO S/N ENTRE CALLE 17 Y 18;
5097;CDLA: LA GARZOTA, MZ 9, SOLAR 16;
5098;BOYACA 1407 Y LUQUE ;
5099;AGUIRRE 508 Y CHIMBORAZO;
5100;KM. 1,5 VÍA A SAMBORONDÓN, C.C. BOCCA, LOCAL B-5;
5101;URBANIZACIÓN PORTOFINO, MZ. 211, SOLAR 1, C.C. BLUE COAST, PISO 1, LOCAL 20;
5102;AV. MIRAFLORES 314 Y CALLE QUINTA;
5103;VIA A DATA S/N KM. 12;A CUATRO CUADRAS DE LA URBANIZACION LAS ARENAS
5104;AVENIDA ENRIQUEZ GALLOS S/N CALLE 47;FRENTE AL MUSEO DE LAS BALLENAS
5105;KM. 1.5 VÍA A SAMBORONDÓN, C.C. LA TORRE, LOCAL 5, BLOQUE 1;
5106;CLDA  SIMON BOLIVAR, CALLE PRIMERA ,MZ.1-A SL.6;
5107;C.C. PASEOSHOPPING, AVDA. 4 DE NOVIEMBRE;
5108;CDLA. LA GARZOTA MZ. O SOLAR 12;
5109;MONTECRISTI PAUTE Y CALLE VEINTE Y OCHO, MZ. B, SL. 10;
5110;ROCAFUERTE 636 A E/ TOMAS MARTINEZ Y MENDIBURO;
5111;KENNEDY NORTE, CALLE EUGENIO ALMAZAN# 1-17 Y AV FRANCISCO DE ORELLANA;
5112;C.C. ALBAN BORJA, LOCAL 92-25;
5113;JUAN MONTALVO S/N Y ROCAFUERTE ESQUINA;
5114;MALECON VIRGILIO RATTI Y CECILIO INTRIAGO;
5115;PLAZA LAGOS, TOWN CENTER II, PB, KIOSKO, LOCAL 2;
5116;C.C. RIOCENTRO EL DORADO LOCAL C2;
5117;VELEZ 726 Y LORENZO DE GARAYCOA;
5118;BARRIO CENTENARIO MZ1 SOLAR 21;
5119;CDLA. BELLAVISTA, AV. BARCELONA S/N Y JORGE PERRONE GALARZA, SECTOR 78, LOTE 23;
5120;SECTOR CARBO VITERI AV. 15 A CUATRO CUADRAS DEL COLEGIO DOBRONSQUI;
5121;PASANDO EL PUENTO,  UNA CUADRA A DIRECCION PLAYA , JUSTO ATRAS DEL HOTEL DHARMA BEACH  NA na;
5122;PRINCIPAL S/N S/N;RECINTO LAS TUNAS - DIAGONAL A LA HOSTERIA EQUS ERRU
5123;11AVA. 526 E/PEDRO PABLO GOMEZ Y ALCEDO ;
5124;CERRO STA. ANA PLAZOLETA LOS MONJES 110-112 Y ESCALINATAS DIEGO NOBOA;
5125;LORENZO DE GARAYCOA 2717 ENTRE GOMEZ RENDON Y MALDONADO DEP. 8;
5126;MALECON SIMON BOLIVAR S/N Y JUNIN LC- CRRE0001;
5127;PADRE SOLANO 125 Y GENERAL CORDOVA;
5128;QUISQUIS 910 Y JOSE DE ANTEPARA;
5129;CDLA. 12 DE OCTUBRE, SECTOR LAS TUNAS;
5130;KM 88 VIA GUAYAQUIL, RECINTO SAN JOAQUIN - EL ACHIOTE, HACIENDA EL PILAR;
5131;VENEZUELA 3103 Y LEONIDAS PLAZA ;
5132;CALLE PORTETE #818 Y LORENZO DE GARAYCOA;
5133;La Libertad;
5134;CIUDADELA COSTA DE ORO;
5135;LUQUE 1214 Y MACHALA;
5136;VíCTOR E.ESTRADA 6011 Y LAS MONJAS;
5137;SAN ISIDRO S/N GUIDO CHIRIBOGA;COMUNA MONTAÑITA - JUNTO AL PARQUE
5138;AGUIRRE 523 Y ESCOBEDO LOCAL 523;
5139;RIO CENTRO SHOPPING VIA SAMBORONDON;
5140;PEDRO PABLO GOMEZ 3101 Y LA 11 AVA;
5141;CDLA ALBORADA 3ERA ETAPA MZ BM SOLAR 5;
5142;CHIMBORAZO 1512 Y CUENCA;
5143;CUID. LA AURORA;
5144;CARRETERO PRINCIPAL CDLA. ITALIANA CALLE 53 S/N A UNA CUADRA DEL COLEGIO RUBIRA;
5145;GRAL ENRRIQUE GALLO  CALLE 18;
5146;CDLA. LAS ACACIAS, MZ. C-11, SOLAR 14;
5147;ALBORADA 11 PA, SOLAR 23, MZ 14;
5148;CDLA. URDESA NORTE,MZ.13 SL.12 AV. TERCERA Y CALLE SEGUNDA;
5149;CDLA. ENTRERIOS AV.PRINCIPAL #25;
5150;BOLIVIA 709 Y AVENIDA UNIVERSITARIA ;
5151;santa rosa s/n machala; En la esquina esta el banco de Machala. 
5152;JUAN LEON MERA Y LA 7MA. PEATONAL CDLA. SOPEÑA;
5153;CALLE MACHALA 2227 INTERSECCION HUANCAVILCA Y CAPITAN NAJERA ;
5154;AV. JAIME ROLDOS  337 337 CALLEJON 8;DIAGONAL AL MUNICIPIO DE PLAYAS VILLAMIL A UNA CUADRA DEL MALECON
5155;JOSE VELEZ S/N Y SUCRE;
5156;CDLA. LOMAS DE URDESA, CALLE: GUAYACANES SOLAR 16 Y CALLE TERCERA;
5157;AV. CHARLES DARWIN E INDEFATIGABLE ;
5158;COOP. EL MADRIGAL, BARRIO MAPASINGUE, MZ. 18-C, SOLAR 13;
5159;QUISQUIS 1102 Y AV. DEL EJERCITO;
5160;CONOCARPUS S/N SCALECIAS;DIAGONAL A LA CAPITANIA DE PUERTO
5161;MALECON 506 Y CALLE QUINTA;
5162;CALLE 14AVA 1925 ENTRE ARGENTINA Y PORTETE ;
5163;COOP. MEDICA GUAYAS, CALLE COMEGUA, MZ. A, SOLAR 4;
5164;CALLE EL ORO 708 ENTRE CORONEL Y NOGUCHI;
5165;MALECON Y CALLE 23;
5166;ROCAFUERTE 648 E/ THOMAS MARTINEZ Y MENDIBURO. CONDOMINIO EDIFICA, LC. 1;
5167;AV. GUAYAQUIL Y PAQUISHA MZ. 48 SOLAR 8;
5168;SAUCES OCHO, MZ. 454-F-8, SL. 6;
5169;SEGUNDO ROSALES  4 VICENTE ROCAFUERTE;
5170;LORENZO DE GARAYCOA #2416 Y CUENCA;
5171;13 #910 Y BRASIL;
5172;CALLE 52 S/N AV. JAIME ROLDOS; A POCOS METROS DE LA IGLESIA SAN LORENZO 
5173;JOSE DE VILLAMIL Y AV. CHARLES DARWIN;
5174;Pedregal 1 S/N S/N; A una cuadra y media del polideportivo 
5175;ALBORADA 8A ETAPA AV. FRANCISCO DE ORELLANA S/N Y DEMETRIO AGUILERA C.C. LAS GALERIAS, LOCAL 10, 11 Y 12 ;
5176;MALECON 2001 LC. DR.1 TERRAZA;
5177;GARCIA GOYENA 6112 ENTRE LA 37 AVA. Y LA 38 AVA.;
5178;ALBORADA NOVENA ETAPA, AV. ISIDRO AYORA, SOLAR 8,MZ. 953, PISO 0 ;
5179;CHILE 3014-B Y GARCÍA  GOYENA;
5180;CHILE 3014-B Y GARCÍA GOYENA;
5181;CALIXTO  ROMERO  215 ENTRE P. LAVAYEN Y CACIQUE  ALVAREZ;
5182;AGUIRRE S/N Y MALECON DEL SALADO;
5183;CHIMBORAZO 1604 Y CUENCA;
5184;LORENZO DE GARAICOA  #  209 Y PIEDRAHITA;
5185;LORENZO DE GARAICOA 1605 Y COLON;
5186;CDLA. ALBORADA 14AVA. ETAPA MZ. # 04 SOLAR # 27;
5187;CDLA. KENNEDY NORTE, SOLAR #23, MZ. 603;
5188;CIUDADELA SANTA PAULA CALLE A 23 INTERSECCION CALLE 4;
5189;CDLA. ATARAZANA, SOLAR 7, MZ. G-3;
5190;CALLE 17 Y GENERAL  ENRIQUEZ GALLO;
5191;10 DE AGOSTO 634 E/ GARCIA AVILES Y BOYACA;
5192;MALECON  DEL  SALADO, ISLA 4, SECTOR  NORTE;
5193;TUNGURAHUA S/N ENTRE QUISQUIS Y 9 DE OCTUBRE, MALECÓN DEL SALADO, ISLA IS - 4;
5194;LETAMENDI 821 Y 6 DE MARZO;
5195;;
5196;FEBRES CORDERO S/N Y ELOY ALFARO, LOCAL 206;
5197;TUNGURAHUA 2010-B Y LUIS URDANETA;
5198;VIA AYAMPE KM. 86, LAS TUNAS ;
5199;CDLA. SAUCES SEIS, SOLAR #15, MZ. 268;
5200;AV. QUITO #902 Y 9 DE OCTUBRE;
5201;WALTER ANDRADE FAJARDO S/N TERCERA; FRENTE DEL CUERPO DE BOMBERO&nbsp  
5202;ALBORADA VII ETAPA EDIF. ALBOCENTRO 3 LC. 15 AV. RODOLFO BAQUERI;
5203;AV. QUITO E IGNACIO HERNÁNDEZ;
5204;VIA AL MORRO GQUIL. Y CORDOVA;
5205;CALLE PRINCIPAL, SALIDA A PORTOVIEJO;
5206;CDLA. LOS CEIBOS S/N C.C. LOS CEIBOS LOCAL #11 VIA A LA COSTA KM. #3;
5207;AV ANTONIO GIL  SN PINGUINOS; DEL PARQUE CENTRAL RECTO MANO DERECHA PASA POR LA AGENCIA TROPICAL ADVENTURE A UNAS 3 CASAS LLEGA AL HOTEL CORAL BLANCO&nbsp  
5208;URDESA CENTRAL AV. VICTOR EMILIO ESTRADA 1022 ENTRE ILANES Y JIGUAS ;
5209;PRINCIPAL S/N S/N SECTOR EL TIGRILLO;COMUNA MONTAÑITA - FRENTE AL HOTEL CAYENA - CASA DE DOS PISOS COLOR BLANCO
5210;Cayena Beach, Primera calle a la izquierda, Barrio El Tigrillo, S/N Cayena Beach, Primera calle a la izquierda, Barrio El Tigrillo,; CARRETERA PRINCIPAL - ATRAS DE TIA MONTAÑITA 
5211;LEONARDO AVILES S/N Y GENERAL ENRIQUEZ GALLO;
5212;URDESA CENTRAL, DIAGONAL 404 ENTRE CEDROS Y BALSAMOS, PISO 0, OF. PB;
5213;AV. 16 DE JULIO S/N S/N;FRENTE A LA ESCUELA BERNARDO ORTEGA
5214;Libertad s/n entre Chile y Ricaurte; A 2 CUADRAS DEL HOTEL SAN FERNANDO 
5215;CDLA. COVIEM  SOLAR #10  MZ#35;
5216;CDLA. LA GARZOTA, AV. GUILLERMO PAREJA ROLANDO MZ. 14 SOLAR 6;
5217;;DIAGONAL A LA OFICINA DE FISCALIA
5218;VELEZ  501  Y  BOYACA;
5219;TERMINAL TERRESTRE PISO 2 LOCAL 208;
5220;AV. BENJAMIN CARRION S/N Y CALLE TERCERA. C.C. LA ROTONDA, LC. F;
5221;SAUCES 3, MZ 152, SOLAR 17 ;
5222;TERMINAL TERRESTRE LOCAL 204-B PISO #2;
5223;PEDRO PABLO GOMEZ # 513 ENTRE AV. QUITO Y AV. MACHALA;
5224;AGUIRRE #114 ENTRE PICHINCHA Y MALECON;
5225;17AVA # 711 Y CAPITAN NAJERA;
5226;COOP. NUEVA GUAYAQUIL, GUASMO OESTE, MZ. 1 SOLAR 6;
5227;SAMANES SEIS, MZ. 944, SL. 56;
5228;CDLA. LA ALBORADA VII ETAPA, MZ. 747 C.C. ALBOCENTRO 3, LOCAL 6;
5229;COOP. EL MADRIGAL SOLAR9 MZ. 17-B ;
5230;COOP. EL MADRIGAL, MZ. 17-B, SOLAR 9, SECTOR MAPASINGUE;
5231;CDLA. MIRAFLORES, AV. MIRAFLORES 401 Y CALLE SEXTA, LOCAL 1, 2, 3;
5232;ESCALINATAS DIEGO NOBOA, ESCALON Nª 40  Y CALLEJON DE LOS MONGES;
5233;COOP. UNION DE BANANEROS, MZ. 3, SOLAR 2, GUASMO SUR;
5234;AV. LOS GUAYTAMBOS 13-51 GUIRACHUROS; FRENTE AL COLEGIO SANTO DOMINGO DE GUZMAN, CASA DE DOS PISOS, COLOR BEIGE. 
5235;CDLA LA FAE, MZ 41, V 9;
5236;12 de Febrero 317 - 319 Garcia Moreno; 12 de Febrero entre Garcia Moreno y 5 de Junio, diagonal a Almacenes Tia 
5237;ALBORADA PRIMERA ETAPA, MZ. 1, SOLAR 25, AV. AGUSTIN FREIRE Y AV. FRNACISCO DE ORELLANA;
5238;CDLA. ENTRE RIOS AV. LA PUNTILLA SOLAR.25 LOCAL. 2;
5239;SAN PABLO RUTA SPONDYLUS;
5240;CIUDAD CELESTE, CENTRO COMERCIAL LA PIAZZA, LOCAL 58;
5241;SAUCES VIII MZ.454 FO3 V 6;
5242;LA 33ª 1201 E/ ARGENTINA Y PORTETE ;
5243;CHILE 3019 Y GARCIA GOYENA;
5244;CIUDAD CELESTE, C.C. LA PIAZZA CIUDAD CELESTE, LOCAL 55;
5245;LA JOYA, C.C. LA PIAZZA LA JOYA, LOCAL 15;
5246;CALLE: HUANCAVILCA # 4317 ENTRE LA 16 AVA Y LA 17 AVA;
5247;URDESA CENTRAL AV. LAS MONJAS #103 E/ V.E. ESTRADA Y BALSAMOS;
5248;BOYACA 1103 Y FCO. DE PAULA YCAZA;
5249;BAQUERIZO MORENO #324 Y PADRE AGUIRRE;
5250;AV. MARIANA DE JESUS Y AV. EL INCA;
5251;CDLA. ALBORNOR MZ 8 SOLAR 13, AV. ISIDRO AYORA;
5252;11AVA #2114 ENTRE PORTETE Y VENEZUELA;
5253;LA GARZOTA MZ.42 SL.22;
5254;CALLE VELEZ 1103 Y AV. QUITO;
5255;AV. LEÓN FEBRES CORDERO S/N DIAGONAL AL SANTUARIO DE SCHOENSTAT;CENTRO COMERCIAL PIAZZA DE CIUDAD CELESTE
5256;C.C. PIAZZA DE CIUDAD CELESTE LOCAL 44;
5257;QUISQUIS 1508 ENTRE TULCAN Y CARCHI;
5258;COOP. PROLETARIOS SIN TIERRA, MZ. 3, SOLAR 1;
5259;BARRIO ACACIAS CALLE 31AVA S/N AVDA. 7 ;
5260;GOMEZ RENDON 3504 Y AV. 12 AVA;
5261;TENIENTE HUGO ORTIZ, ENTRE JOSE BARCO Y PABLO NERUDA, SOLAR 5, MZ. 337;
5262;GRAL. CORDOVA #707 ENTRE JUNIN Y LUIS URDANETA;
5263;ALBORADA 9A ETAPA SOLAR 4 MZ. 923;
5264;AV. SEGUNDA Y CHIPIPE;
5265;AV. ANTONIO GIL Y ESCALESIA;
5266;RECINTO CERECITA AV PRINCIPAL S/N KM 52 VIA A LA COSTA ;
5267;C.C. PLAZA MAYOR 1, ISLA 8;
5268;CDLA. KENNEDY C.C. POLICENTRO, ISLA;
5269;AV 25 DE JULIO, RIOCENTRO SUR ISLA ;
5270;AV DEL BOMBERO C.C. RIOCENTRO LOS  CEIBOS, PISO 1 ISLA ;
5271;AV. MACHALA # 706 Y QUISQUIS  LOCAL 1 ;
5272;IMBABURA 214 ENTRE PANAMA Y ROCAFUERTE, OF. B-212;
5273;CDLA.  ALBORADA 11 ETAPA MZ  13 SOLAR 8;
5274;LOJA #523 Y BAQUERIZO MORENO;
5275;CDLA. NAVAL  NORTE  ,  ELOY  OERTEGA  # 101 Y  SAMUEL  CISNEOS;
5276;Eloy Alfaro  s/n El Chofer; El Establecimiento se encuentra ubicado en la ciudad de Nueva Loja, Junto al SRI 
5277;GENERAL RUMIÑAHUI 249 E ISLA MARCHENA;
5278;CARCHI 500 Y LUIS VERNAZA;
5279;AV. BALTRA ;
5280;FLORIDA NORTE MZ-104 VILLA 3;
5281;SUCRE 633-B Y GARCIA AVILES;
5282;LEONIDAS PLAZA GUTIERREA 622 Y AYACUCHO;
5283;URB. GARZOTA S/N MZ. 31 C.C. GARZOCENTRO 2000 LOCAL #406;
5284;CDLA. EL CONDOR, AV FRANCISO DE ORELLANA Y AV. GUILLERMO PAREJA ROLANDO, C.C. RIOCENTRO NORTE PISO 1 LOCAL C-9;
5285;AV. QUITO SITIO SAN ALEJO;
5286;GRAL.GOMEZ 2113 LOS RIOS Y TULCAN;
5287;BUENAVISTA ENTRE PICHINCHA Y ARIZAGA;
5288;AVENIDA GENERAL ENRIQUEZ GALLOS S/N CALLE 19;FRENTE AL COMISARIATO JR.
5289;MANABI Y LOJA MZ. 13 S. 12;
5290;CERRO SANTA ANA, CALLEJON LOS MONJES 102, ESCALINATA DIEGO NOBOA;
5291;AVENIDA MALECON ENTRE CALLE 22 Y 23;
5292;AVDA. GENERAL ENRIQUE GALLO S/N E/ CALLE 23 Y 24;
5293;LAS PALMERAS S/N ENTRE ENEIQUEZ GALLO Y MA. LUZ GONZALEZ;
5294;AVENIDA 10 ENTRE CALLES 16 Y 17;
5295;CHIPIPE JUNTO A ;
5296;CALLE 5 Y AV. 17;
5297;CDLA. SIMON BOLIVAR, SOLAR 12, MZ. 1;
5298;CALLE VICENTE ROCAFUERTE S/N CALLE GUIDO CHIRIBOGA; COMUNA MONTAÑITA 
5299;MANUEL GALECIO # 1513 Y LOS RIOS;
5300;JOSE DE VILLAMIL SIN NUMERO IGNACIO HERNANDEZ;JUNTO A LA DISTRIBUIDORA EL CHARRO
5301;K.M 1.5 VIA POSORJA, CC. PASEO SHOPPING PLAYAS, ISLA;
5302;KM. 9 VIA DAULE, CC. OASEO SHOPPING VIA DAULE, ISLA ;
5303;KM. 12.5 VIA DAULE, C.C. HYPERMARKET;
5304;24 DE MAYO S/N Y ERNESTO SEMINARIO;
5305;MARACAIBO 1916 ENTRE TULCAN Y LOS RIOS;
5306;BOYACA #1208 Y AV. 9 DE OCTUBRE;
5307;RUMICHACA #935 Y VELEZ;
5308;AV. JOSE PERALTA 1-93 Y CORNELIO MERCHAN;
5309;CERRO SANTA ANA CALLE DIEGO NOBOA #164 ESCALINATA #336;
5310;AVENIDA 6 CALLE 17 CALLE 18; SECTOR CHIPIPE DIAGONAL AL RESTAURANTE EL VELERO 
5311;AVENIDA MALECON ENTRE CALLE 19 Y 20 ISLA #19;
5312;PEDRO CARBO 111 Y ROCA;
5313;Karl Angermeyer 500 Floreana; Frente a Audio Visión&nbsp  
5314;LA ENTARADA SECTOR LA RINCONADA Y CALLE LUIS ROSALES;
5315;CDLA. KENNEDY ESTE. AV. SAN JORGE 514-A ENTRE 12 AVA. Y PLAZA DAÑIN;
5316;CDLA. MADRIGAL AV. JUAN TANCA MARENGO SOLAR #2 MZ. #18;
5317;CDLA. ALBORADA SEPTIMA ETAPA SOLAR #16 MZ. 722;
5318;CDLA. LOS CEIBOS. AV. DEL BOMBERO S/N. KM. 6-7 VIA A LA COSTA. RIOCENTRO LOS CEIBOS. ISLA;
5319;PUERTO SANTA ANA KIOSCO N°6;
5320;AGUIRRE 312 Y PEDRO CARBO;
5321;AGUIRRE SOLAR 10 ENTRE CHIMBORAZO Y LUQUE C.C. UNICENTRO PB;
5322;MANUEL CORDOVA GALARZA Y AV. EQUINOCCIAL;
5323;CARLOS JULIO AROSEMENA S/N, C.C. ALBAN BORJA, PUERTA 2, PATIO DE COMIDAS, LOCAL 92-2;
5324;KENNEDY NORTE, MZ 111, SL 1, EDIF. GALERY, LOCAL 97;
5325;LOS JELIES;
5326;CALLE OPUNTIA  S/N ISLA PLAZAS;
5327;Hurtado 467 Av. Del Ejército;Frente Alianza Francesa
5328;CALLE PRIMERA S/N AVENIDA OCTAVA; COMUNA AYANGUE DIAGONAL A ANTIGUO CNT 
5329;Yamburara bajo s/n rio Chamba; A pie, desde el parque central, por calle Agua de Hierro hasta el final, doblar hacia el rio Chamba, seguir aprox 800 metros y cruzar el rio en el puente peatonal metalico, y 50 metros mas adelante esta la entrada.    En carro, desde el parque central, por calle Diego Vaca de Vega, seguir hacia Yamburara Bajo, hasta hostal Taranza y doblar a la izquierda en calle de segundo orden, seguir por 500 metros aprox. siguiendo señaletica. 
5330;CDLA. GUAYAQUIL - NAHIM ISAIAS, SOLAR #33, MZ. 1;
5331;ZOILA ANDRADE S/N GUIDO CHIRIBOGA;JUNTO AL HOTEL TABUBA
5332;AV. JAIME ROLDÓS Y 3 DE DICIEMBRE;
5333;BARRIO CERRO STA. ANA, PLAZA COLON # 116 Y ESCALINATA DIEGO NOBOA;
5334;PICHINCHA S/N ENTRE 10 DE AGOSTO Y SUCRE;
5335;Vía Duran - El Tambo Recinto Cochancay  S/N Junto al centro turístico La Ponderosa;
5336;ELOY ALFARO S/N EMILIO QUIROGA;JUNTO A ALMACENES LA GANGA
5337;CDLA. URDENOR I ETAPA MZ. 122 SOLAR 16;
5338;Vía Auca sn km 40; Pasando el puente a 150 mt 
5339;BOYACA 403 Y PIEDRAHITA ;
5340;AVENIDA ENRIQUEZ GALLOS  S/N CALLE 25; SALINAS JUNTO A EDIFICIO LA GOLETA 
5341;ESMERALDAS 1732-1734 ENTRE COLON Y ALCEDO;
5342;COLON 1035 E/ SEIS DE MARZO Y PIO MONTUFAR;
5343;CDLA. KENNEDY NORTE - ALBERTO BORGES, SOLAR #4, MZ. 65;
5344;AV. CHARLES DARWIN;
5345;19 S/N AV. 2;FRENTE AL HOTEL CENTENARIO
5346;CUENCA 314 ENTRE CHILE Y CHIMBORAZO ;
5347;CDLA. COSTA DE ORO CALLE 8 DIAGONAL AL CC. EL PASEO SHOPPING;
5348;6 DE MARZO 2320 Y MALDONADO;
5349;AV. QUITUMBE ÑAN S/N Y RAFAEL MORAN VALVERDE QUICENTRO SUR ISLA P1-K15;
5350;LOS GUAYABILLOS S/N S/N;
5351;AVDA. MIRAFLORES 112 Y PRIMERA;
5352;CDLA. MIRAFLORES, AV. MIRAFLORES #107 Y AV. CARLOS JULIO AROSEMENA;
5353;CDLA URDESA CENTRAL , AV .VICTOR EMILIO ESTRADA # 918;
5354;AV. PLAZA DAÑIN #302 MZ 1 ;
5355;PRINCIPAL S/N S/N;ATRAS DEL COMPLEJO DE LOS JUBILADOS - CASA SIN PINTAR
5356;CDLA. FERROVIARIA 1 CALLE ABEL GILBERT 109 109 ELOY ALFARO;JUNTO A TALLERES VERA
5357;COLON # 110 Y MALECON SIMON BOLIVAR;
5358;AV. PRINCIPAL CARRETERA ESMERALDAS;
5359;Calle Panamá  506 Entre Imbabura y Luzarraga; Dentro del museo del cacao ubicado en&nbsp la calle Panamá entre Imbabura y Luzarraga&nbsp  
5360;CALIXTO ROMERO 134 Y CACIQUE ALVAREZ;
5361;URB. LAGUNA CLUB, MZ.14, SOLAR 1, 2DA. ETAPA, C.C. LAGUNA PLAZA, OF 220;
5362;QUISQUIS 227 Y RUMICHACA;
5363;CALLE QUISQUIS #227 Y RUMICHACA;
5364;TULCAN 503 Y QUISQUIS;
5365;CDLA. SAMANES 7, MZ. 2208, SOLAR 26;
5366;CDLA. MUCHO LOTE 3RA ETAPA, MZ. 2481, SOLAR 1;
5367;PAULO EMILIO MACIAS Y CANAL EL LIMON;
5368;FEDERICO GARCIA S/N LUIS IBARRA; A UNA CUADRA DEL ECU 911 
5369;BAQUERIZO  MORENO  902  Y  JUNIN;
5370;ALBORADA IX ETAPA, MZ. 903, SOLAR 9;
5371;VIA JAMA-SAN VICENTE S/N A 300 MTS DEL PUENTE DEL RIO JAMA;
5372;AV. ELOY ALFARO Y MALECON ESQUINA;
5373;V.E.ESTRADA  615 Y FICUS;
5374;BARRIO LAS PEÑAS PLAZA COLON 222;
5375;LUIS CORDERO 4-13 CALLE LARGA; FRENTA AL HOTEL SIBERIA 
5376;CARLOS ESPINOZA LAREEA 12 PRINCIPAL;DIAGONAL AL CONJUNTO RESIDENCIAL PLAYA MILINA
5377;ALBORADA ONCEAVA ETAPA, MZ. 3, SOLAR 1, C.C. ALBOCENTRO 5, BLOQUE MA2, LOCAL 20;
5378;REAL AUDIENCIA N56-117 Y ALFONSO YEPEZ;
5379;av. Real Audiencia oe2-204 y n56b;7 CUADRAS DL COL COTAC, FRENT A FRANGU
5380;GENERAL ENRIQUEZ GALLO Y CALLE 27;
5381;Av. Río Esmeraldas 22 Av. Central;C.C. Las Terrazas
5382;C.C. LAS TERRAZAS, PISO 1, OFICINA 10;
5383;PANAMA 500 LOCAL 5 Y 6  IMBABURA; MUSEO DEL CACAO ATRAS DEL HOTEL RAMADA 
5384;AV. 9 DE OCTUBRE Y CALLE GARCIA MORENO, LOCAL 1514;
5385;AV. CHARLES DARWIN S/N Y HERÁN MERVILLE;
5386;VIA SAMBORONDON S/N E/ RIO ESMERALDAS Y AV CENTRAL C.C. LAS TERRAZAS;
5387;CAPITAN NAJERA #426 Y CHIMBORAZO;
5388;LIZARDO GARCIA 3930 Y FRANCISCO SEGURA;
5389;AV. DE LAS AMERICAS S/N. AEROPUERTO JOSE J. DE OLMEDO. ARRIBO NACIONAL;
5390;OCTUAVA 712 Y GOMEZ RENDON;
5391;CDLA. NUEVO MILAGRO, AV. QUITO 233 Y VICTOR EMILIO ESTRADA;
5392;PORTETE # 1923 Y JOSE MASCOTE;
5393;AV ROLANDO PAREJA MZ 68 S27-28 AV DR MIGUEL JIJON; A LADO DE LA FARMACIA FYBECCA EN LA GARZOTA, DIAGONAL AL CANGREJO CRIOLLO 
5394;Jaime Roldos s/n Riobamba; <strong>LA CASA DE HUESPEDES FRAGATA HOME ESTA UBICADA&nbsp &nbsp A UNA CUADRA DE LAS OFICINAS DEL CGREG.</strong> 
5395;AV. DIAGONAL Y CALLE 36 ;
5396;CALLE GENERAL CORDOVA 1006 ENTRE NUEVE DE OCTUBRE Y P. ICAZA;
5397;GARCIA AVILES 213 Y 9 DE OCTUBRE, EDIF. ROLUMI, LOCAL 1;
5398;B. LA ESPERANZA AV. 15 ENTRES ACLLES 31 Y 32;
5399;MANABI 517 ENTRE CORONEL Y CHIMBORAZO;
5400;CALLE 9 DE OCTUBRE  S/N CALLE MALECON; COMUNA SAN jOSE DIAGONAL A LA ESCUELA 
5401;CDLA. KENNEDY, CALLE SEPTIMA, SOLAR 11, MZ. 17;
5402;PEDRO PABLO GOMEZ # 308 ENTRE PIO MONTUFAR Y PEDRO MONCAYO;
5403;CDLA BARRIO NUEVO CALLE E 18;
5404;ALBORADA OCTAVA ETAPA, SOLAR 20 MZ 838;
5405;CDLA. MIRAFLORES. CALLE DR. ADOLFO ALVEAR 116 Y DR. MIGUEL MARTINEZ ;
5406;HONORATO VASQUEZ 7-36 Y LUIS CORDERO;
5407;CALLE TOMAS DE BERLANGA  S/N CALLE ISLAS PLAZAS;
5408;CDLA. LOS CEIBOS, AV. PRINCIPAL 408 Y 12AVA.;
